molecule_chembl_id,target_chembl_id,target_pref_name,target_organism,action_type,mechanism_of_action,query_name
CHEMBL3989973,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Pexidartinib hydrochloride
CHEMBL2062163,CHEMBL238,,,INHIBITOR,Dopamine transporter inhibitor,Phendimetrazine tartrate
CHEMBL2062163,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Phendimetrazine tartrate
CHEMBL1200895,CHEMBL2095205,,,INHIBITOR,Monoamine oxidase inhibitor,Phenelzine sulfate
CHEMBL1200787,CHEMBL2095203,,,ANTAGONIST,Adrenergic receptor alpha antagonist,Phenoxybenzamine hydrochloride
CHEMBL1909286,CHEMBL2095205,,,INHIBITOR,Monoamine oxidase inhibitor,Phenoxypropazine
CHEMBL1574,CHEMBL222,,,RELEASING AGENT,Norepinephrine transporter releasing agent,Phentermine resin complex
CHEMBL1200873,CHEMBL2095203,,,ANTAGONIST,Adrenergic receptor alpha antagonist,Phentolamine mesylate
CHEMBL16,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Phenytoin
CHEMBL338975,CHEMBL220,,,INHIBITOR,Acetylcholinesterase inhibitor,Physostigmine salicylate
CHEMBL550,CHEMBL245,,,AGONIST,Muscarinic acetylcholine receptor M3 agonist,Pilocarpine
CHEMBL550,CHEMBL216,,,AGONIST,Muscarinic acetylcholine receptor M1 agonist,Pilocarpine
CHEMBL2448613,CHEMBL224,,,INVERSE AGONIST,Serotonin 2a (5-HT2a) receptor inverse agonist,Pimavanserin tartrate
CHEMBL1423,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Pimozide
CHEMBL1423,CHEMBL2096905,,,ANTAGONIST,Dopamine receptor antagonist,Pimozide
CHEMBL500,CHEMBL213,,,PARTIAL AGONIST,Beta-1 adrenergic receptor partial agonist,Pindolol
CHEMBL500,CHEMBL210,,,PARTIAL AGONIST,Beta-2 adrenergic receptor partial agonist,Pindolol
CHEMBL1715,CHEMBL235,,,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,Pioglitazone hydrochloride
CHEMBL1909072,,,,,Unknown,Pipamazine
CHEMBL1200820,CHEMBL2354204,,,INHIBITOR,Bacterial penicillin-binding protein inhibitor,Piperacillin sodium
CHEMBL1256391,,,,,Unknown,Pirfenidone
CHEMBL527,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Piroxicam
CHEMBL188952,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Pirprofen
CHEMBL1237061,CHEMBL402,,,INHIBITOR,HMG-CoA reductase inhibitor,Pitavastatin calcium
CHEMBL4164059,CHEMBL264,,,INVERSE AGONIST,Histamine H3 receptor inverse agonist,Pitolisant hydrochloride
CHEMBL2364623,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Plazomicin sulfate
CHEMBL18442,CHEMBL2107,,,PARTIAL AGONIST,C-X-C chemokine receptor type 4 partial agonist,Plerixafor
CHEMBL1587,CHEMBL1876,,,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Polythiazide
CHEMBL43452,CHEMBL3833061,,,INHIBITOR,CRL4(CRBN) E3 ubiquitin ligase inhibitor,Pomalidomide
CHEMBL2105708,CHEMBL2096618,,,INHIBITOR,Bcr/Abl fusion protein inhibitor,Ponatinib hydrochloride
CHEMBL1096146,CHEMBL4333,,,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,Ponesimod
CHEMBL1397,CHEMBL1780,,,INHIBITOR,Cytochrome P450 51 inhibitor,Posaconazole
CHEMBL1201746,CHEMBL202,,,INHIBITOR,Dihydrofolate reductase inhibitor,Pralatrexate
CHEMBL748,CHEMBL220,,,ACTIVATOR,Acetylcholinesterase activator,Pralidoxime chloride
CHEMBL4582651,CHEMBL2041,,,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,Pralsetinib
CHEMBL4582651,CHEMBL3430904,,,INHIBITOR,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor,Pralsetinib
CHEMBL4582651,CHEMBL3430888,,,INHIBITOR,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET inhibitor,Pralsetinib
CHEMBL3182733,CHEMBL2331075,,,AGONIST,D2-like dopamine receptor agonist,Pramipexole dihydrochloride
CHEMBL1201773,CHEMBL2001,,,ANTAGONIST,Purinergic receptor P2Y12 antagonist,Prasugrel hydrochloride
CHEMBL690,CHEMBL402,,,INHIBITOR,HMG-CoA reductase inhibitor,Pravastatin sodium
CHEMBL976,CHEMBL2363079,,,BLOCKER,Voltage-activated calcium channel beta 1 subunit blocker,Praziquantel
CHEMBL976,CHEMBL2363080,,,BLOCKER,Voltage-activated calcium channel beta 2 subunit blocker,Praziquantel
CHEMBL1558,CHEMBL2094251,,,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,Prazosin hydrochloride
CHEMBL131,CHEMBL2034,,,AGONIST,Glucocorticoid receptor agonist,Prednisolone
CHEMBL635,CHEMBL2034,,,AGONIST,Glucocorticoid receptor agonist,Prednisone
CHEMBL1059,CHEMBL2363032,,,MODULATOR,Voltage-gated calcium channel modulator,Pregabalin
CHEMBL227875,,,,,Unknown,Pretomanid
CHEMBL43128,,,,,Unknown,Primaquine phosphate
CHEMBL856,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Primidone
CHEMBL856,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Primidone
CHEMBL897,CHEMBL1641347,,,INHIBITOR,Solute carrier family 22 member 6 inhibitor,Probenecid
CHEMBL897,CHEMBL1641348,,,INHIBITOR,Solute carrier family 22 member 8 inhibitor,Probenecid
CHEMBL897,CHEMBL2073677,,,INHIBITOR,Solute carrier family 22 member 11 inhibitor,Probenecid
CHEMBL605,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Procainamide hydrochloride
CHEMBL1200410,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Procarbazine hydrochloride
CHEMBL1314751,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Prochlorperazine maleate
CHEMBL1761,CHEMBL216,,,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,Procyclidine hydrochloride
CHEMBL103,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Progesterone
CHEMBL1200750,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Promethazine hydrochloride
CHEMBL1201063,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Propafenone hydrochloride
CHEMBL1201063,CHEMBL210,,,ANTAGONIST,Beta-2 adrenergic receptor antagonist,Propafenone hydrochloride
CHEMBL1201063,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Propafenone hydrochloride
CHEMBL1240,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Propantheline bromide
CHEMBL1240,CHEMBL216,,,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,Propantheline bromide
CHEMBL1240,CHEMBL211,,,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,Propantheline bromide
CHEMBL526,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Propofol
CHEMBL1237104,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Propoxyphene hydrochloride
CHEMBL1671,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Propranolol hydrochloride
CHEMBL1671,CHEMBL210,,,ANTAGONIST,Beta-2 adrenergic receptor antagonist,Propranolol hydrochloride
CHEMBL1518,CHEMBL1839,,,INHIBITOR,Thyroid peroxidase inhibitor,Propylthiouracil
CHEMBL1518,CHEMBL2019,,,INHIBITOR,Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI) inhibitor,Propylthiouracil
CHEMBL1200332,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Protriptyline hydrochloride
CHEMBL1200332,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Protriptyline hydrochloride
CHEMBL2105748,CHEMBL1875,,,AGONIST,Serotonin 4 (5-HT4) receptor agonist,Prucalopride succinate
CHEMBL1200724,CHEMBL222,,,RELEASING AGENT,Norepinephrine transporter releasing agent,Pseudoephedrine hydrochloride
CHEMBL614,CHEMBL2011,,,INHIBITOR,Fatty acid synthase inhibitor,Pyrazinamide
CHEMBL614,CHEMBL2363965,,,INHIBITOR,70S ribosome inhibitor,Pyrazinamide
CHEMBL812,CHEMBL220,,,INHIBITOR,Acetylcholinesterase inhibitor,Pyridostigmine bromide
CHEMBL1200756,,,,,Supplement,Pyridoxine hydrochloride
CHEMBL36,CHEMBL1939,,,INHIBITOR,Dihydrofolate reductase inhibitor,Pyrimethamine
CHEMBL1200472,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Quazepam
CHEMBL3188993,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Quetiapine fumarate
CHEMBL3188993,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Quetiapine fumarate
CHEMBL3188993,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Quetiapine fumarate
CHEMBL1201011,CHEMBL1808,,,INHIBITOR,Angiotensin-converting enzyme inhibitor,Quinapril hydrochloride
CHEMBL1200437,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Quinidine gluconate
CHEMBL2359966,CHEMBL613897,,,INHIBITOR,Ferriprotoporphyrin IX inhibitor,Quinine sulfate
CHEMBL1200930,CHEMBL2095173,,,INHIBITOR,Potassium-transporting ATPase inhibitor,Rabeprazole sodium
CHEMBL1116,CHEMBL242,,,MODULATOR,Estrogen receptor beta modulator,Raloxifene hydrochloride
CHEMBL518520,CHEMBL3471,,,INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,Raltegravir potassium
CHEMBL1218,CHEMBL2094268,,,AGONIST,Melatonin receptor agonist,Ramelteon
CHEMBL1168,CHEMBL1808,,,INHIBITOR,Angiotensin-converting enzyme inhibitor,Ramipril
CHEMBL2110372,CHEMBL1941,,,ANTAGONIST,Histamine H2 receptor antagonist,Ranitidine hydrochloride
CHEMBL1404,CHEMBL1980,,,BLOCKER,Sodium channel protein type V alpha subunit blocker,Ranolazine
CHEMBL1404,CHEMBL2072,,,BLOCKER,Sodium channel protein type IV alpha subunit blocker,Ranolazine
CHEMBL1201142,CHEMBL2039,,,INHIBITOR,Monoamine oxidase B inhibitor,Rasagiline mesylate
CHEMBL3989695,CHEMBL251,,,AGONIST,Adenosine A2a receptor agonist,Regadenoson
CHEMBL1946170,CHEMBL1862,,,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,Regorafenib
CHEMBL1946170,CHEMBL1906,,,INHIBITOR,Serine/threonine-protein kinase RAF inhibitor,Regorafenib
CHEMBL1946170,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Regorafenib
CHEMBL1946170,CHEMBL3650,,,INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,Regorafenib
CHEMBL1946170,CHEMBL3961,,,INHIBITOR,MAP kinase p38 beta inhibitor,Regorafenib
CHEMBL1946170,CHEMBL4142,,,INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,Regorafenib
CHEMBL1946170,CHEMBL4223,,,INHIBITOR,Tyrosine-protein kinase FRK inhibitor,Regorafenib
CHEMBL1946170,CHEMBL5122,,,INHIBITOR,Discoidin domain-containing receptor 2 inhibitor,Regorafenib
CHEMBL1946170,CHEMBL5145,,,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,Regorafenib
CHEMBL1946170,CHEMBL4128,,,INHIBITOR,Tyrosine-protein kinase TIE-2 inhibitor,Regorafenib
CHEMBL1946170,CHEMBL2095189,,,INHIBITOR,Platelet-derived growth factor receptor inhibitor,Regorafenib
CHEMBL1946170,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Regorafenib
CHEMBL1946170,CHEMBL2041,,,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,Regorafenib
CHEMBL1946170,CHEMBL2068,,,INHIBITOR,Ephrin type-A receptor 2 inhibitor,Regorafenib
CHEMBL1946170,CHEMBL2815,,,INHIBITOR,Nerve growth factor receptor Trk-A inhibitor,Regorafenib
CHEMBL1800159,CHEMBL1855,,,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,Relugolix
CHEMBL4065616,CHEMBL4303062,,,INHIBITOR,RNA-directed RNA polymerase L inhibitor,Remdesivir
CHEMBL4065616,CHEMBL4523582,,,INHIBITOR,Replicase polyprotein 1ab inhibitor,Remdesivir
CHEMBL1201120,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Remifentanil hydrochloride
CHEMBL4594301,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Remimazolam besylate
CHEMBL1272,CHEMBL2096972,,,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",Repaglinide
CHEMBL772,CHEMBL1893,,,INHIBITOR,Synaptic vesicular amine transporter inhibitor,Reserpine
CHEMBL1643,CHEMBL1822,,,INHIBITOR,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,Ribavirin
CHEMBL1643,CHEMBL4296320,,,INHIBITOR,RNA-directed RNA polymerase inhibitor,Ribavirin
CHEMBL1643,CHEMBL2363073,,,INHIBITOR,RNA inhibitor,Ribavirin
CHEMBL3707266,CHEMBL331,,,INHIBITOR,Cyclin-dependent kinase 4 inhibitor,Ribociclib succinate
CHEMBL3707266,CHEMBL2508,,,INHIBITOR,Cyclin-dependent kinase 6 inhibitor,Ribociclib succinate
CHEMBL444633,CHEMBL2364672,,,INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,Rifabutin
CHEMBL374478,CHEMBL2364672,,,INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,Rifampin
CHEMBL2105680,CHEMBL4296169,,,INHIBITOR,DNA-directed RNA polymerase inhibitor,Rifamycin sodium
CHEMBL1660,CHEMBL2364672,,,INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,Rifapentine
CHEMBL1617,CHEMBL2364672,,,INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,Rifaximin
CHEMBL1628504,CHEMBL247,,,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Rilpivirine hydrochloride
CHEMBL744,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Riluzole
CHEMBL535396,CHEMBL2052,,,INHIBITOR,Influenza virus A matrix protein M2 inhibitor,Rimantadine hydrochloride
CHEMBL2364629,CHEMBL3798,,,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,Rimegepant sulfate
CHEMBL2107834,CHEMBL2111348,,,POSITIVE ALLOSTERIC MODULATOR,Soluble guanylate cyclase positive allosteric modulator,Riociguat
CHEMBL4216467,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Ripretinib
CHEMBL4216467,CHEMBL2007,,,INHIBITOR,Platelet-derived growth factor receptor alpha inhibitor,Ripretinib
CHEMBL4297528,CHEMBL3826841,,,POSITIVE MODULATOR,SMN2 pre-mRNA positive modulator,Risdiplam
CHEMBL1654,CHEMBL1782,,,INHIBITOR,Farnesyl diphosphate synthase inhibitor,Risedronate sodium
CHEMBL85,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Risperidone
CHEMBL85,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Risperidone
CHEMBL85,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Risperidone
CHEMBL163,CHEMBL243,,,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,Ritonavir
CHEMBL163,CHEMBL2364675,,,INHIBITOR,Cytochrome P450 3A inhibitor,Ritonavir
CHEMBL198362,CHEMBL244,,,INHIBITOR,Coagulation factor X inhibitor,Rivaroxaban
CHEMBL1201092,CHEMBL2095233,,,INHIBITOR,Cholinesterases; ACHE & BCHE inhibitor,Rivastigmine tartrate
CHEMBL1201032,CHEMBL1898,,,AGONIST,Serotonin 1b (5-HT1b) receptor agonist,Rizatriptan benzoate
CHEMBL1201032,CHEMBL1983,,,AGONIST,Serotonin 1d (5-HT1d) receptor agonist,Rizatriptan benzoate
CHEMBL1200648,CHEMBL2362997,,,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,Rocuronium bromide
CHEMBL193240,CHEMBL2093863,,,INHIBITOR,Phosphodiesterase 4 inhibitor,Roflumilast
CHEMBL3707330,CHEMBL249,,,ANTAGONIST,Neurokinin 1 receptor antagonist,Rolapitant hydrochloride
CHEMBL1200411,CHEMBL2331075,,,AGONIST,D2-like dopamine receptor agonist,Ropinirole hydrochloride
CHEMBL843,CHEMBL235,,,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,Rosiglitazone maleate
CHEMBL1744447,CHEMBL402,,,INHIBITOR,HMG-CoA reductase inhibitor,Rosuvastatin calcium
CHEMBL3833368,CHEMBL3390820,,,INHIBITOR,"PARP 1, 2 and 3 inhibitor",Rucaparib camsylate
CHEMBL1201754,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Rufinamide
CHEMBL1795071,CHEMBL2835,,,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,Ruxolitinib phosphate
CHEMBL1795071,CHEMBL2971,,,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,Ruxolitinib phosphate
CHEMBL48582,CHEMBL2039,,,INHIBITOR,Monoamine oxidase B inhibitor,Safinamide mesylate
CHEMBL1201775,CHEMBL3076,,,ACTIVATOR,Phenylalanine-4-hydroxylase activator,Sapropterin dihydrochloride
CHEMBL282042,CHEMBL243,,,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,Saquinavir mesylate
CHEMBL2364633,,,,,Unknown,Sarecycline hydrochloride
CHEMBL1201743,CHEMBL284,,,INHIBITOR,Dipeptidyl peptidase IV inhibitor,Saxagliptin hydrochloride
CHEMBL569713,CHEMBL216,,,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,Scopolamine
CHEMBL498847,CHEMBL2364041,,,INHIBITOR,DNA inhibitor,Secnidazole
CHEMBL1200903,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Secobarbital sodium
CHEMBL1200904,CHEMBL2039,,,INHIBITOR,Monoamine oxidase B inhibitor,Selegiline hydrochloride
CHEMBL2009089,,,,,Supplement,Selenious acid
CHEMBL238804,CHEMBL1995,,,AGONIST,Prostanoid IP receptor agonist,Selexipag
CHEMBL3545185,CHEMBL5661,,,INHIBITOR,Exportin-1 inhibitor,Selinexor
CHEMBL4559134,CHEMBL2041,,,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,Selpercatinib
CHEMBL4559134,CHEMBL3430888,,,INHIBITOR,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET inhibitor,Selpercatinib
CHEMBL4559134,CHEMBL3430904,,,INHIBITOR,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor,Selpercatinib
CHEMBL2105684,CHEMBL2111289,,,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,Selumetinib sulfate
CHEMBL1709,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Sertraline hydrochloride
CHEMBL3989830,CHEMBL2363064,,,INHIBITOR,Monoamine transporter inhibitor,Sibutramine hydrochloride
CHEMBL1737,CHEMBL1827,,,INHIBITOR,Phosphodiesterase 5A inhibitor,Sildenafil citrate
CHEMBL24778,CHEMBL229,,,ANTAGONIST,Alpha-1a adrenergic receptor antagonist,Silodosin
CHEMBL1064,CHEMBL402,,,INHIBITOR,HMG-CoA reductase inhibitor,Simvastatin
CHEMBL2336071,CHEMBL4333,,,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,Siponimod
CHEMBL413,CHEMBL1902,,,INHIBITOR,FK506-binding protein 1A inhibitor,Sirolimus
CHEMBL1201174,CHEMBL284,,,INHIBITOR,Dipeptidyl peptidase IV inhibitor,Sitagliptin phosphate
CHEMBL282724,CHEMBL2096678,,,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",Sitaxsentan
CHEMBL1200682,CHEMBL2111463,,,AGONIST,GABA-B receptor agonist,Sodium oxybate
CHEMBL1746,CHEMBL2366039,,,SEQUESTERING AGENT,Glutamine sequestering agent,Sodium phenylbutyrate
CHEMBL2096650,,,,,Unknown,Sodium thiosulfate
CHEMBL1259059,CHEMBL4296320,,,INHIBITOR,RNA-directed RNA polymerase inhibitor,Sofosbuvir
CHEMBL1200803,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Solifenacin succinate
CHEMBL1200803,CHEMBL211,,,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,Solifenacin succinate
CHEMBL4297212,,,,,Unknown,Solriamfetol hydrochloride
CHEMBL3137317,CHEMBL5971,,,INHIBITOR,Smoothened homolog inhibitor,Sonidegib phosphate
CHEMBL1200485,CHEMBL1906,,,INHIBITOR,Serine/threonine-protein kinase RAF inhibitor,Sorafenib tosylate
CHEMBL1200485,CHEMBL1913,,,INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,Sorafenib tosylate
CHEMBL1200485,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Sorafenib tosylate
CHEMBL1200485,CHEMBL1974,,,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,Sorafenib tosylate
CHEMBL1200485,CHEMBL5145,,,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,Sorafenib tosylate
CHEMBL1200485,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Sorafenib tosylate
CHEMBL1200485,CHEMBL2041,,,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,Sorafenib tosylate
CHEMBL1700,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Sotalol hydrochloride
CHEMBL1700,CHEMBL240,,,BLOCKER,HERG blocker,Sotalol hydrochloride
CHEMBL1700,CHEMBL210,,,ANTAGONIST,Beta-2 adrenergic receptor antagonist,Sotalol hydrochloride
CHEMBL4535757,CHEMBL2189121,,,INHIBITOR,GTPase KRas inhibitor,Sotorasib
CHEMBL3989571,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Spectinomycin hydrochloride
CHEMBL1393,CHEMBL1994,,,ANTAGONIST,Mineralocorticoid receptor antagonist,Spironolactone
CHEMBL991,CHEMBL247,,,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Stavudine
CHEMBL1983350,,,,,Unknown,Stiripentol
CHEMBL3184791,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Streptomycin sulfate
CHEMBL1977579,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Streptozocin
CHEMBL1201073,CHEMBL2364029,,,CHELATING AGENT,Lead chelating agent,Succimer
CHEMBL983,CHEMBL2362997,,,AGONIST,Muscle-type nicotinic acetylcholine receptor agonist,Succinylcholine chloride
CHEMBL1201163,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Sufentanil citrate
CHEMBL404849,CHEMBL2363032,,,BLOCKER,Voltage-gated calcium channel blocker,suloctidil
CHEMBL139877,,,,,Unknown,Sulfacarbamide
CHEMBL439,CHEMBL2364668,,,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,Sulfadiazine
CHEMBL1191,CHEMBL2364668,,,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,Sulfamethizole
CHEMBL421,CHEMBL215,,,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,Sulfasalazine
CHEMBL421,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Sulfasalazine
CHEMBL437,CHEMBL2364668,,,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,Sulfathiazole
CHEMBL15770,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Sulindac
CHEMBL1201150,CHEMBL1898,,,AGONIST,Serotonin 1b (5-HT1b) receptor agonist,Sumatriptan succinate
CHEMBL1201150,CHEMBL1983,,,AGONIST,Serotonin 1d (5-HT1d) receptor agonist,Sumatriptan succinate
CHEMBL1567,CHEMBL1844,,,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,Sunitinib malate
CHEMBL1567,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Sunitinib malate
CHEMBL1567,CHEMBL1974,,,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,Sunitinib malate
CHEMBL1567,CHEMBL2095189,,,INHIBITOR,Platelet-derived growth factor receptor inhibitor,Sunitinib malate
CHEMBL1567,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Sunitinib malate
CHEMBL1567,CHEMBL2041,,,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,Sunitinib malate
CHEMBL1083659,CHEMBL3307226,,,ANTAGONIST,Orexin receptor antagonist,Suvorexant
CHEMBL3989887,CHEMBL1902,,,INHIBITOR,FK506-binding protein 1A inhibitor,Tacrolimus
CHEMBL779,CHEMBL1827,,,INHIBITOR,Phosphodiesterase 5A inhibitor,Tadalafil
CHEMBL2105675,CHEMBL3194,,,STABILISER,Transthyretin stabiliser,Tafamidis meglumine
CHEMBL2364635,,,,,Unknown,Tafenoquine succinate
CHEMBL3137318,CHEMBL5366,,,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,Talazoparib tosylate
CHEMBL3137318,CHEMBL3105,,,INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,Talazoparib tosylate
CHEMBL786,CHEMBL206,,,MODULATOR,Estrogen receptor alpha modulator,Tamoxifen citrate
CHEMBL1200914,CHEMBL2094251,,,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,Tamsulosin hydrochloride
CHEMBL1201777,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Tapentadol hydrochloride
CHEMBL1201777,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Tapentadol hydrochloride
CHEMBL2103822,CHEMBL2094268,,,AGONIST,Melatonin receptor agonist,Tasimelteon
CHEMBL432162,CHEMBL227,,,ANTAGONIST,Type-1 angiotensin II receptor antagonist,Tasosartan
CHEMBL4594260,CHEMBL2189110,,,INHIBITOR,Histone-lysine N-methyltransferase EZH2 inhibitor,Tazemetostat hydrobromide
CHEMBL1257073,CHEMBL5308522,,,INHIBITOR,Envelope phospholipase OPG057 inhibitor,Tecovirimat
CHEMBL2105669,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Tedizolid phosphate
CHEMBL1516474,CHEMBL1875,,,PARTIAL AGONIST,Serotonin 4 (5-HT4) receptor partial agonist,Tegaserod maleate
CHEMBL374731,CHEMBL2362994,,,INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,Telbivudine
CHEMBL1136,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Telithromycin
CHEMBL1017,CHEMBL227,,,ANTAGONIST,Type-1 angiotensin II receptor antagonist,Telmisartan
CHEMBL3348963,CHEMBL3831287,,,INHIBITOR,Tryptophan 5-hydroxylase inhibitor,Telotristat etiprate
