query_name,chembl_id,smiles,inchi_key,molecule_type,status
Fenclozic acid,CHEMBL1909282,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,APBSKHYXXKHJFK-UHFFFAOYSA-N,Small molecule,ok
Fenofibrate,CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,YMTINGFKWWXKFG-UHFFFAOYSA-N,Small molecule,ok
Fenofibric acid,CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,MQOBSOSZFYZQOK-UHFFFAOYSA-N,Small molecule,ok
Fenoldopam mesylate,CHEMBL1026,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,CVKUMNRCIJMVAR-UHFFFAOYSA-N,Small molecule,ok
Fenoprofen calcium,CHEMBL2103736,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],LZPBLUATTGKZBH-UHFFFAOYSA-L,Small molecule,ok
Ferric maltol,CHEMBL4298110,,,Small molecule,non_small_or_no_smiles
Ferumoxides,CHEMBL1201502,,,Unknown,non_small_or_no_smiles
Ferumoxsil,CHEMBL1201503,,,Unknown,non_small_or_no_smiles
Ferumoxytol,CHEMBL1201867,,,Unknown,non_small_or_no_smiles
Fesoterodine fumarate,CHEMBL1201765,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)/C=C/C(=O)O,MWHXMIASLKXGBU-RNCYCKTQSA-N,Small molecule,ok
Fexinidazole,CHEMBL1631694,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,MIWWSGDADVMLTG-UHFFFAOYSA-N,Small molecule,ok
Fexofenadine hydrochloride,CHEMBL1200618,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,RRJFVPUCXDGFJB-UHFFFAOYSA-N,Small molecule,ok
Fialuridine,CHEMBL271475,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,IPVFGAYTKQKGBM-BYPJNBLXSA-N,Small molecule,ok
Fidaxomicin,CHEMBL1255800,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,ZVGNESXIJDCBKN-UUEYKCAUSA-N,Small molecule,ok
Fiduxosin,CHEMBL1256183,COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2,WDTAYDBPNYFWDR-WOJBJXKFSA-N,Small molecule,ok
Filgrastim,CHEMBL1201567,,,Protein,non_small_or_no_smiles
Finasteride,CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,DBEPLOCGEIEOCV-WSBQPABSSA-N,Small molecule,ok
Finerenone,CHEMBL2181927,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,BTBHLEZXCOBLCY-QGZVFWFLSA-N,Small molecule,ok
Fingolimod hydrochloride,CHEMBL544665,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,SWZTYAVBMYWFGS-UHFFFAOYSA-N,Small molecule,ok
Fipexide,CHEMBL254857,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,BFUJHVVEMMWLHC-UHFFFAOYSA-N,Small molecule,ok
Flavoxate hydrochloride,CHEMBL1200875,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,XOEVKNFZUQEERE-UHFFFAOYSA-N,Small molecule,ok
Flecainide acetate,CHEMBL1200822,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,RKXNZRPQSOPPRN-UHFFFAOYSA-N,Small molecule,ok
Flibanserin,CHEMBL231068,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,PPRRDFIXUUSXRA-UHFFFAOYSA-N,Small molecule,ok
Florbetaben f-18,CHEMBL1908906,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cc1,NCWZOASIUQVOFA-NSCUHMNNSA-N,Small molecule,ok
Florbetapir f-18,CHEMBL1908919,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,YNDIAUKFXKEXSV-NSCUHMNNSA-N,Small molecule,ok
Flortaucipir f-18,CHEMBL3546271,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,GETAAWDSFUCLBS-UHFFFAOYSA-N,Small molecule,ok
Fluciclovine f-18,CHEMBL1908917,N[C@]1(C(=O)O)C[C@@H](F)C1,NTEDWGYJNHZKQW-IWLYVCSRSA-N,Small molecule,ok
Fluconazole,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,Small molecule,ok
Flucytosine,CHEMBL1463,Nc1nc(=O)[nH]cc1F,XRECTZIEBJDKEO-UHFFFAOYSA-N,Small molecule,ok
Fludarabine phosphate,CHEMBL1096882,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,GIUYCYHIANZCFB-FJFJXFQQSA-N,Small molecule,ok
Fludrocortisone acetate,CHEMBL1201010,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,SYWHXTATXSMDSB-GSLJADNHSA-N,Small molecule,ok
Flumazenil,CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,OFBIFZUFASYYRE-UHFFFAOYSA-N,Small molecule,ok
Fluorescein sodium,CHEMBL1628233,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+],NJDNXYGOVLYJHP-UHFFFAOYSA-L,Small molecule,ok
Fluorodopa f-18,CHEMBL3547132,N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,PAXWQORCRCBOCU-LURJTMIESA-N,Small molecule,ok
Fluoroestradiol f-18,CHEMBL4594261,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H]([18F])[C@@H]2O,KDLLNMRYZGUVMA-ZYMZXAKXSA-N,Small molecule,ok
Fluorouracil,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,GHASVSINZRGABV-UHFFFAOYSA-N,Small molecule,ok
Fluoxetine hydrochloride,CHEMBL1201082,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,GIYXAJPCNFJEHY-UHFFFAOYSA-N,Small molecule,ok
Fluoxymesterone,CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,YLRFCQOZQXIBAB-RBZZARIASA-N,Small molecule,ok
Fluphenazine hydrochloride,CHEMBL1448187,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,MBHNWCYEGXQEIT-UHFFFAOYSA-N,Small molecule,ok
Flurazepam hydrochloride,CHEMBL3989724,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,ZIIJJOPLRSCQNX-UHFFFAOYSA-N,Small molecule,ok
Flurbiprofen sodium,CHEMBL3989754,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],GNMBMOULKUXEQF-UHFFFAOYSA-M,Small molecule,ok
Flutamide,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MKXKFYHWDHIYRV-UHFFFAOYSA-N,Small molecule,ok
Flutemetamol f-18,CHEMBL579205,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,VVECGOCJFKTUAX-UHFFFAOYSA-N,Small molecule,ok
Fluvastatin sodium,CHEMBL2218894,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],ZGGHKIMDNBDHJB-CALJPSDSSA-M,Small molecule,ok
Fluvoxamine maleate,CHEMBL1409,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,LFMYNZPAVPMEGP-PIDGMYBPSA-N,Small molecule,ok
Folic acid,CHEMBL1622,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,OVBPIULPVIDEAO-LBPRGKRZSA-N,Small molecule,ok
Follitropin alfa/beta,CHEMBL4297955,,,Unknown,non_small_or_no_smiles
Fomepizole,CHEMBL1308,Cc1cn[nH]c1,RIKMMFOAQPJVMX-UHFFFAOYSA-N,Small molecule,ok
Fondaparinux sodium,CHEMBL1200644,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],XEKSTYNIJLDDAZ-JASSWCPGSA-D,Oligosaccharide,non_small_or_no_smiles
Fosamprenavir calcium,CHEMBL1200734,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],PMDQGYMGQKTCSX-HQROKSDRSA-L,Small molecule,ok
Fosaprepitant dimeglumine,CHEMBL1201782,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,VRQHBYGYXDWZDL-OOZCZQCLSA-N,Small molecule,ok
Foscarnet sodium,CHEMBL754,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],DFHAXXVZCFXGOQ-UHFFFAOYSA-K,Small molecule,ok
Fosdenopterin hydrobromide,CHEMBL4594300,Br.Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2.O.O,GGLKTKQOHMCQHF-UNHNTEMGSA-N,Small molecule,ok
Fosfomycin tromethamine,CHEMBL1200331,C[C@@H]1O[C@@H]1P(=O)(O)O.NC(CO)(CO)CO,QZJIMDIBFFHQDW-LMLSDSMGSA-N,Small molecule,ok
Fosinopril sodium,CHEMBL3039596,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+],TVTJZMHAIQQZTL-WATAJHSMSA-M,Small molecule,ok
Fosphenytoin sodium,CHEMBL919,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-].[Na+].[Na+],GQPXYJNXTAFDLT-UHFFFAOYSA-L,Small molecule,ok
Fospropofol disodium,CHEMBL2021422,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+],LWYLQNWMSGFCOZ-UHFFFAOYSA-L,Small molecule,ok
Fostamatinib disodium,CHEMBL3989516,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC.O.O.O.O.O.O.[Na+].[Na+],ZQGJCHHKJNSPMS-UHFFFAOYSA-L,Small molecule,ok
Fostemsavir tromethamine,CHEMBL3301598,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NC(CO)(CO)CO,RRGJSMBMTOKHTE-UHFFFAOYSA-N,Small molecule,ok
Frovatriptan succinate,CHEMBL2138684,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O,CUETXFMONOSVJA-KLQYNRQASA-N,Small molecule,ok
Fulvestrant,CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,VWUXBMIQPBEWFH-WCCTWKNTSA-N,Small molecule,ok
Furosemide,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,Small molecule,ok
Gabapentin,CHEMBL940,NCC1(CC(=O)O)CCCCC1,UGJMXCAKCUNAIE-UHFFFAOYSA-N,Small molecule,ok
Gabapentin enacarbil,CHEMBL1628502,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,TZDUHAJSIBHXDL-UHFFFAOYSA-N,Small molecule,ok
Gadobenate dimeglumine,CHEMBL1200571,,,Small molecule,non_small_or_no_smiles
Gadobutrol,CHEMBL2218860,,,Small molecule,non_small_or_no_smiles
Gadodiamide,CHEMBL1200346,,,Small molecule,non_small_or_no_smiles
Gadofosveset trisodium,CHEMBL1908362,,,Small molecule,non_small_or_no_smiles
Gadopentetate dimeglumine,CHEMBL1200431,,,Small molecule,non_small_or_no_smiles
Gadoterate meglumine,CHEMBL2219415,,,Small molecule,non_small_or_no_smiles
Gadoteridol,CHEMBL1200593,,,Small molecule,non_small_or_no_smiles
Gadoversetamide,CHEMBL1200457,,,Small molecule,non_small_or_no_smiles
Gadoxetate disodium,CHEMBL2103740,,,Small molecule,non_small_or_no_smiles
Galantamine hydrobromide,CHEMBL1555,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,QORVDGQLPPAFRS-XPSHAMGMSA-N,Small molecule,ok
Gallium dotatate ga-68,CHEMBL4297340,,,Protein,non_small_or_no_smiles
Gallium ga-68 edotreotide,CHEMBL4297340,,,Protein,non_small_or_no_smiles
Gallium ga-68 gozetotide,CHEMBL5095039,O=C([O-])CN(CCN(CC(=O)[O-])Cc1cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc1[O-])Cc1cc(CCC(=O)O)ccc1[O-].[68Ga+3].[OH3+],ZSLQZWHCPBAGKD-RDIOTIBJSA-K,Small molecule,ok
Gallium nitrate,CHEMBL1200983,,,Small molecule,non_small_or_no_smiles
Galsulfase,CHEMBL1201822,,,Enzyme,non_small_or_no_smiles
Ganciclovir sodium,CHEMBL1200850,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],JJICLMJFIKGAAU-UHFFFAOYSA-M,Small molecule,ok
Ganirelix acetate,CHEMBL5314377,CC(=O)O.CC(=O)O.CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,OVBICQMTCPFEBS-SATRDZAXSA-N,Protein,non_small_or_no_smiles
Gefitinib,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,XGALLCVXEZPNRQ-UHFFFAOYSA-N,Small molecule,ok
Gemcitabine hydrochloride,CHEMBL1637,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,OKKDEIYWILRZIA-OSZBKLCCSA-N,Small molecule,ok
Gemfibrozil,CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,HEMJJKBWTPKOJG-UHFFFAOYSA-N,Small molecule,ok
Gemifloxacin mesylate,CHEMBL1200621,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,JIYMVSQRGZEYAX-CWUUNJJBSA-N,Small molecule,ok
Gemtuzumab ozogamicin,CHEMBL1201506,,,Antibody drug conjugate,non_small_or_no_smiles
Gilteritinib fumarate,CHEMBL3301603,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,UJOUWHLYTQFUCU-WXXKFALUSA-N,Small molecule,ok
Givosiran sodium,CHEMBL4594265,,,Oligonucleotide,non_small_or_no_smiles
Glafenine,CHEMBL146095,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,GWOFUCIGLDBNKM-UHFFFAOYSA-N,Small molecule,ok
Glasdegib maleate,CHEMBL4297534,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1.O=C(O)/C=C\C(=O)O,VJCVKWFBWAVYOC-UIXXXISESA-N,Small molecule,ok
Glatiramer acetate,CHEMBL1201507,,,Small molecule,non_small_or_no_smiles
Glimepiride,CHEMBL1481,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,WIGIZIANZCJQQY-RUCARUNLSA-N,Small molecule,ok
Glipizide,CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Small molecule,ok
Glyburide,CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,Small molecule,ok
Glycopyrrolate,CHEMBL1201027,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],VPNYRYCIDCJBOM-UHFFFAOYSA-M,Small molecule,ok
Golimumab,CHEMBL1201833,,,Antibody,non_small_or_no_smiles
Golodirsen,CHEMBL4297762,,,Oligonucleotide,non_small_or_no_smiles
Goserelin acetate,CHEMBL1200501,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,IKDXDQDKCZPQSZ-JHYYTBFNSA-N,Protein,non_small_or_no_smiles
Granisetron hydrochloride,CHEMBL1237080,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,QYZRTBKYBJRGJB-UHFFFAOYSA-N,Small molecule,ok
Griseofulvin,CHEMBL562,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,Small molecule,ok
Guaifenesin,CHEMBL980,COc1ccccc1OCC(O)CO,HSRJKNPTNIJEKV-UHFFFAOYSA-N,Small molecule,ok
Guanethidine monosulfate,CHEMBL1345,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,YUFWAVFNITUSHI-UHFFFAOYSA-N,Small molecule,ok
Guanfacine hydrochloride,CHEMBL1200494,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,DGFYECXYGUIODH-UHFFFAOYSA-N,Small molecule,ok
Guanidine hydrochloride,CHEMBL1200728,Cl.N=C(N)N,PJJJBBJSCAKJQF-UHFFFAOYSA-N,Small molecule,ok
Haloperidol decanoate,CHEMBL1200986,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,GUTXTARXLVFHDK-UHFFFAOYSA-N,Small molecule,ok
Haloperidol lactate,CHEMBL4297147,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,BVUSNQJCSYDJJG-UHFFFAOYSA-N,Small molecule,ok
Heparin sodium,CHEMBL1201657,,,Oligosaccharide,non_small_or_no_smiles
Hetastarch,CHEMBL2108448,,,Unknown,non_small_or_no_smiles
Histamine phosphate,CHEMBL3989520,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,ZHIBQGJKHVBLJJ-UHFFFAOYSA-N,Small molecule,ok
Histrelin acetate,CHEMBL1200509,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,OWAUGAMNPZHEOJ-YKZVIGSYSA-N,Protein,non_small_or_no_smiles
Hyaluronidase,CHEMBL1201636,,,Enzyme,non_small_or_no_smiles
Hyaluronidase recombinant human,CHEMBL1201718,,,Enzyme,non_small_or_no_smiles
Hydralazine hydrochloride,CHEMBL542541,Cl.NNc1nncc2ccccc12,ZUXNZUWOTSUBMN-UHFFFAOYSA-N,Small molecule,ok
Hydrochlorothiazide,CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N,Small molecule,ok
Hydrocortisone acetate,CHEMBL1091,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ALEXXDVDDISNDU-JZYPGELDSA-N,Small molecule,ok
Hydroflumethiazide,CHEMBL1763,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,DMDGGSIALPNSEE-UHFFFAOYSA-N,Small molecule,ok
Hydromorphone hydrochloride,CHEMBL1237055,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.Cl,XHILEZUETWRSHC-NRGUFEMZSA-N,Small molecule,ok
Hydroxocobalamin,CHEMBL2103737,,,Small molecule,non_small_or_no_smiles
Hydroxychloroquine sulfate,CHEMBL1690,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,JCBIVZZPXRZKTI-UHFFFAOYSA-N,Small molecule,ok
Hydroxyprogesterone caproate,CHEMBL1200848,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,Small molecule,ok
Hydroxyurea,CHEMBL467,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,Small molecule,ok
Hydroxyzine hydrochloride,CHEMBL3186993,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ANOMHKZSQFYSBR-UHFFFAOYSA-N,Small molecule,ok
Ibandronate sodium,CHEMBL3989569,CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O.O.[Na+],VBDRTGFACFYFCT-UHFFFAOYSA-M,Small molecule,ok
Ibrexafungerp citrate,CHEMBL4298168,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,WKIRTJACGBEXBZ-FQGZCCSZSA-N,Small molecule,ok
Ibritumomab tiuxetan,CHEMBL1201606,,,Antibody,non_small_or_no_smiles
Ibrutinib,CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,XYFPWWZEPKGCCK-GOSISDBHSA-N,Small molecule,ok
Ibufenac,CHEMBL341812,CC(C)Cc1ccc(CC(=O)O)cc1,CYWFCPPBTWOZSF-UHFFFAOYSA-N,Small molecule,ok
Ibuprofen,CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,Small molecule,ok
Ibutilide fumarate,CHEMBL2355456,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,PCIOHQNIRPWFMV-WXXKFALUSA-N,Small molecule,ok
Icatibant acetate,CHEMBL2028852,CC(=O)O.N=C(N)NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,HKMZRZUEADSZDQ-DZJWSCHMSA-N,Protein,non_small_or_no_smiles
Idarubicin hydrochloride,CHEMBL1200976,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,JVHPTYWUBOQMBP-RVFAQHLVSA-N,Small molecule,ok
Idelalisib,CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,IFSDAJWBUCMOAH-HNNXBMFYSA-N,Small molecule,ok
Idursulfase,CHEMBL1201826,,,Enzyme,non_small_or_no_smiles
Ifosfamide,CHEMBL1024,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,Small molecule,ok
Iloperidone,CHEMBL14376,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,XMXHEBAFVSFQEX-UHFFFAOYSA-N,Small molecule,ok
